2019-07-15 17:35:25,person,343,183,52,113
2019-07-15 17:35:25,person,343,183,44,116
2019-07-15 17:35:25,person,343,183,52,112
2019-07-15 17:35:25,person,343,183,44,116
2019-07-15 17:35:25,person,342,184,54,111
2019-07-15 17:35:25,person,342,184,45,115
2019-07-15 17:35:26,person,342,184,54,111
2019-07-15 17:35:26,person,342,184,45,115
2019-07-15 17:35:26,person,328,98,55,113
2019-07-15 17:35:26,person,328,98,55,113
2019-07-15 17:35:27,person,329,98,55,113
2019-07-15 17:35:27,person,329,98,55,113
2019-07-15 17:35:27,person,330,99,56,108
2019-07-15 17:35:27,person,330,99,56,108
2019-07-15 17:35:28,person,331,100,55,106
2019-07-15 17:35:28,person,332,93,54,104
2019-07-15 17:35:28,person,332,93,55,104
2019-07-15 17:35:29,person,331,93,56,101
2019-07-15 17:35:29,person,331,93,56,101
2019-07-15 17:35:29,person,331,93,57,103
2019-07-15 17:35:29,person,332,93,56,103
2019-07-15 17:35:30,person,332,93,56,103
2019-07-15 17:35:30,person,333,93,53,102
2019-07-15 17:35:30,person,333,93,53,102
2019-07-15 17:35:31,person,333,92,51,102
2019-07-15 17:35:31,person,333,92,50,104
2019-07-15 17:35:31,person,334,92,49,106
2019-07-15 17:35:31,person,333,92,49,106
2019-07-15 17:35:32,person,333,92,49,105
2019-07-15 17:35:32,person,333,91,49,107
2019-07-15 17:35:32,person,333,91,48,109
2019-07-15 17:35:33,person,333,90,47,110
2019-07-15 17:35:33,person,333,90,47,110
2019-07-15 17:35:33,person,333,88,46,109
2019-07-15 17:35:34,person,333,88,46,108
2019-07-15 17:35:34,person,333,87,46,109
2019-07-15 17:35:34,person,333,87,46,110
2019-07-15 17:35:35,person,333,87,46,110
2019-07-15 17:35:35,person,333,87,46,109
2019-07-15 17:35:35,person,337,86,44,106
2019-07-15 17:35:35,person,338,87,44,105
2019-07-15 17:35:36,person,334,89,46,105
2019-07-15 17:35:36,person,334,89,46,105
2019-07-15 17:35:36,person,338,88,46,105
2019-07-15 17:35:36,person,338,88,46,103
2019-07-15 17:35:37,person,334,90,49,105
2019-07-15 17:35:37,person,334,90,49,105
2019-07-15 17:35:37,person,334,89,49,103
2019-07-15 17:35:38,person,338,89,46,103
2019-07-15 17:35:38,person,338,88,46,103
2019-07-15 17:35:38,person,338,88,45,102
2019-07-15 17:35:39,person,338,88,46,102
2019-07-15 17:35:39,person,339,88,45,101
2019-07-15 17:35:39,person,339,87,44,102
2019-07-15 17:35:40,person,339,86,43,101
2019-07-15 17:35:40,person,339,86,42,100
2019-07-15 17:35:40,person,339,86,42,100
2019-07-15 17:35:40,person,339,85,42,101
2019-07-15 17:35:41,person,339,85,43,102
2019-07-15 17:35:41,person,339,85,42,102
2019-07-15 17:35:41,person,339,85,42,102
2019-07-15 17:35:42,person,339,85,42,103
2019-07-15 17:35:42,person,339,85,41,104
2019-07-15 17:35:42,person,339,85,42,103
2019-07-15 17:35:43,person,339,85,42,103
2019-07-15 17:35:43,person,339,85,42,104
2019-07-15 17:35:43,person,339,85,42,103
2019-07-15 17:35:44,person,339,85,42,103
2019-07-15 17:35:44,person,339,85,42,103
2019-07-15 17:35:44,person,339,85,42,103
2019-07-15 17:35:45,person,339,85,41,103
2019-07-15 17:35:45,person,339,85,42,104
2019-07-15 17:35:45,person,339,85,42,103
2019-07-15 17:35:45,person,339,85,42,103
2019-07-15 17:35:46,person,339,85,43,104
2019-07-15 17:35:46,person,339,85,43,104
2019-07-15 17:35:46,person,339,86,42,103
2019-07-15 17:35:46,person,339,85,42,104
2019-07-15 17:35:47,person,339,85,42,104
2019-07-15 17:35:47,person,339,86,43,104
2019-07-15 17:35:47,person,339,86,42,104
2019-07-15 17:35:48,person,339,85,42,103
2019-07-15 17:35:48,person,339,85,43,103
2019-07-15 17:35:48,person,339,85,43,103
2019-07-15 17:35:49,person,339,86,43,103
2019-07-15 17:35:49,person,339,86,43,103
2019-07-15 17:35:49,person,339,86,43,103
2019-07-15 17:35:49,person,339,86,43,103
2019-07-15 17:35:50,person,339,86,43,103
2019-07-15 17:35:50,person,339,86,42,104
2019-07-15 17:35:50,person,339,85,42,104
2019-07-15 17:35:51,person,339,85,43,103
2019-07-15 17:35:51,person,339,85,43,103
2019-07-15 17:35:51,person,339,85,43,104
2019-07-15 17:35:51,person,339,86,43,104
2019-07-15 17:35:52,person,339,85,43,103
2019-07-15 17:35:52,person,339,85,42,103
2019-07-15 17:35:52,person,339,85,42,103
2019-07-15 17:35:53,person,339,85,43,104
2019-07-15 17:35:53,person,339,86,42,104
2019-07-15 17:35:53,person,339,85,43,104
2019-07-15 17:35:53,person,339,85,43,104
2019-07-15 17:35:54,person,339,85,43,103
2019-07-15 17:35:54,person,339,85,43,104
